用户ID,最近购买时间
246369,2017/11/28
246370,2017/12/3
246388,2017/11/28
246395,2017/11/30
246409,2017/12/3
246414,2017/12/1
246419,2017/12/3
246423,2017/11/26
246440,2017/11/25
246457,2017/12/2
246459,2017/11/26
246472,2017/12/3
246475,2017/11/28
246496,2017/12/2
246499,2017/12/1
246505,2017/11/29
246511,2017/12/2
246515,2017/11/29
246521,2017/12/1
246525,2017/11/29
246532,2017/12/3
246538,2017/12/3
246541,2017/12/3
246545,2017/12/3
246569,2017/11/25
24658,2017/12/2
246583,2017/12/2
246589,2017/11/28
246595,2017/12/2
246597,2017/11/26
246598,2017/12/2
246612,2017/11/29
246622,2017/11/27
24664,2017/12/1
246640,2017/12/3
246641,2017/11/29
246647,2017/12/1
246648,2017/11/28
246654,2017/12/3
246678,2017/12/2
24668,2017/12/1
246680,2017/12/3
246690,2017/12/3
246698,2017/12/3
246700,2017/12/2
246702,2017/12/3
246707,2017/12/3
246710,2017/11/30
246715,2017/12/3
246718,2017/11/27
246721,2017/11/30
246722,2017/12/2
246724,2017/12/3
246726,2017/12/3
246733,2017/11/29
246735,2017/12/2
246737,2017/12/2
24674,2017/11/30
246758,2017/11/28
24676,2017/12/2
246778,2017/12/1
246784,2017/11/30
246794,2017/12/2
246796,2017/12/1
246798,2017/11/30
2468,2017/12/2
246801,2017/12/1
246804,2017/11/29
246811,2017/12/2
246812,2017/11/28
246813,2017/11/27
246816,2017/12/3
246822,2017/12/1
246830,2017/11/25
246832,2017/12/3
246837,2017/12/1
246845,2017/11/25
246849,2017/12/1
246862,2017/11/30
246864,2017/12/1
246865,2017/11/27
246867,2017/12/1
246878,2017/12/3
246884,2017/12/3
246898,2017/11/30
2469,2017/11/30
246905,2017/12/2
246909,2017/12/1
24691,2017/11/25
24693,2017/11/26
246930,2017/12/1
246970,2017/11/29
246976,2017/12/3
247007,2017/11/28
247008,2017/12/3
247015,2017/11/29
247031,2017/11/29
247040,2017/12/3
247056,2017/11/25
247058,2017/11/29
247062,2017/12/2
247063,2017/11/28
247070,2017/11/30
247077,2017/12/2
24708,2017/12/3
247087,2017/12/2
247097,2017/12/3
247103,2017/12/3
247108,2017/12/3
24711,2017/11/29
247121,2017/11/30
247136,2017/11/30
247146,2017/11/30
247147,2017/11/26
247155,2017/11/30
24716,2017/11/29
247161,2017/11/26
24718,2017/12/1
247187,2017/11/26
247188,2017/12/3
247189,2017/12/2
24720,2017/12/3
247202,2017/12/2
247204,2017/12/3
247205,2017/11/27
247207,2017/12/3
247212,2017/11/30
247216,2017/12/2
247217,2017/12/3
247221,2017/11/25
247222,2017/12/2
247223,2017/12/1
247226,2017/11/30
247237,2017/12/1
247246,2017/11/28
247248,2017/11/29
247258,2017/12/2
247259,2017/12/3
247266,2017/12/2
247275,2017/12/3
247279,2017/12/2
24730,2017/12/2
247302,2017/12/1
247303,2017/12/3
247308,2017/12/1
24731,2017/12/1
247319,2017/11/30
247320,2017/12/3
247324,2017/12/3
247328,2017/12/2
247335,2017/12/2
247339,2017/11/30
24734,2017/12/1
247342,2017/12/3
247343,2017/12/1
247347,2017/12/1
247351,2017/12/3
247353,2017/11/29
247354,2017/12/3
247375,2017/11/27
247380,2017/11/28
247385,2017/11/27
247392,2017/11/28
247393,2017/12/2
247398,2017/12/1
247419,2017/12/3
24742,2017/12/3
247423,2017/11/29
247432,2017/12/3
247473,2017/12/3
247474,2017/12/3
247476,2017/11/27
247481,2017/12/2
247482,2017/11/28
247484,2017/11/28
247488,2017/11/25
247492,2017/12/3
2475,2017/12/1
247503,2017/11/29
247526,2017/11/28
247533,2017/11/28
247547,2017/12/1
247562,2017/11/28
247563,2017/11/29
247564,2017/12/3
247585,2017/11/30
247588,2017/11/27
247612,2017/12/3
247614,2017/11/27
247615,2017/12/3
247620,2017/12/1
247631,2017/11/27
247632,2017/12/3
247638,2017/12/3
247643,2017/12/3
247660,2017/12/2
247665,2017/12/2
247667,2017/12/3
247671,2017/11/29
247687,2017/12/1
247690,2017/11/25
247697,2017/12/3
24770,2017/11/26
247738,2017/11/30
247745,2017/12/3
247748,2017/11/30
247751,2017/12/2
247756,2017/11/29
247763,2017/11/28
247780,2017/12/2
247788,2017/12/2
247790,2017/11/28
24780,2017/12/3
247808,2017/11/30
247821,2017/12/2
247827,2017/12/2
247843,2017/12/1
247847,2017/12/3
247852,2017/12/3
247858,2017/12/3
247878,2017/11/26
247879,2017/11/26
247894,2017/11/29
247903,2017/12/1
247910,2017/11/28
247913,2017/12/1
247917,2017/11/27
24792,2017/12/3
247921,2017/11/30
247938,2017/11/30
24794,2017/12/3
247940,2017/12/3
24796,2017/11/27
247963,2017/11/27
247969,2017/11/28
24797,2017/12/1
247974,2017/12/1
247980,2017/12/2
247982,2017/11/28
247983,2017/11/27
247984,2017/12/3
247989,2017/12/3
24799,2017/11/29
247995,2017/12/3
247998,2017/11/28
248003,2017/12/3
248010,2017/12/1
248033,2017/12/1
248034,2017/12/3
24805,2017/12/3
248058,2017/12/3
248070,2017/11/25
248079,2017/12/3
248098,2017/11/30
248108,2017/12/2
24811,2017/11/25
248117,2017/12/1
24812,2017/11/28
248124,2017/11/29
248127,2017/12/3
248141,2017/11/26
248154,2017/11/30
248156,2017/12/2
248162,2017/12/1
248188,2017/12/3
24820,2017/11/28
248215,2017/11/29
248220,2017/12/1
248225,2017/12/1
248234,2017/12/3
24824,2017/11/29
248244,2017/12/2
248247,2017/11/30
248257,2017/11/29
248263,2017/11/26
248271,2017/12/3
248289,2017/11/27
248305,2017/12/2
248307,2017/12/3
248323,2017/12/3
248327,2017/11/30
248333,2017/12/2
248350,2017/11/26
248351,2017/11/28
248353,2017/12/3
248371,2017/12/3
248376,2017/11/30
24838,2017/11/25
248394,2017/12/3
248399,2017/12/2
2484,2017/11/30
248418,2017/12/1
248426,2017/12/1
248435,2017/12/1
248436,2017/11/28
248442,2017/11/26
248462,2017/11/27
248467,2017/12/2
248469,2017/12/3
248487,2017/11/29
248489,2017/11/27
248490,2017/12/3
248491,2017/11/25
248507,2017/12/3
248510,2017/12/3
248516,2017/12/3
248517,2017/11/25
248519,2017/11/27
248548,2017/12/3
248556,2017/12/3
248562,2017/11/27
248565,2017/12/1
248568,2017/11/29
248571,2017/11/28
248577,2017/11/25
248586,2017/12/3
248601,2017/12/2
248611,2017/12/2
248629,2017/11/29
248640,2017/12/2
248654,2017/11/30
248655,2017/11/29
248670,2017/11/29
248672,2017/12/2
248673,2017/12/1
248674,2017/12/2
24868,2017/12/2
24869,2017/12/2
248690,2017/12/3
248691,2017/12/3
248693,2017/12/3
248696,2017/11/25
248708,2017/11/29
248713,2017/11/26
248720,2017/11/25
248723,2017/11/26
248729,2017/12/3
248747,2017/12/2
248749,2017/11/29
248761,2017/12/2
248764,2017/12/1
248769,2017/12/2
248770,2017/12/3
248776,2017/12/3
248784,2017/12/1
248792,2017/12/1
248804,2017/12/3
248807,2017/12/1
248810,2017/11/28
248814,2017/12/2
248827,2017/12/2
248839,2017/11/30
248841,2017/11/28
248846,2017/12/2
248851,2017/11/30
248857,2017/11/30
248858,2017/11/29
248864,2017/11/27
248869,2017/12/2
248870,2017/12/2
248871,2017/11/30
248877,2017/12/3
248882,2017/12/3
248886,2017/11/30
248895,2017/12/2
24890,2017/11/30
248901,2017/11/28
248913,2017/11/25
248915,2017/12/3
248919,2017/12/3
248926,2017/12/3
24893,2017/11/27
248938,2017/11/27
248953,2017/11/29
248960,2017/11/29
248964,2017/11/26
248969,2017/12/3
248977,2017/12/3
248987,2017/11/30
24899,2017/12/3
248994,2017/12/3
248999,2017/12/2
249004,2017/12/2
249008,2017/12/3
249014,2017/11/30
249019,2017/12/3
249021,2017/11/30
249032,2017/12/3
24906,2017/12/1
249065,2017/11/27
24907,2017/11/27
249084,2017/12/2
249102,2017/12/3
249108,2017/11/25
249120,2017/11/29
249122,2017/11/27
249152,2017/12/3
249166,2017/12/2
249169,2017/12/2
249176,2017/12/2
249190,2017/12/3
249193,2017/12/2
2492,2017/12/3
249211,2017/11/30
249213,2017/12/3
249215,2017/12/2
249216,2017/11/30
249228,2017/12/2
249229,2017/12/2
249233,2017/12/1
249234,2017/12/1
249238,2017/11/26
249243,2017/12/2
249245,2017/11/28
249250,2017/12/3
249254,2017/11/29
249257,2017/12/3
249259,2017/12/3
249261,2017/12/3
249264,2017/11/30
249269,2017/11/29
249270,2017/12/3
24928,2017/11/27
249288,2017/12/1
249293,2017/11/28
249296,2017/12/3
249300,2017/11/29
249306,2017/11/30
249318,2017/11/30
249328,2017/11/29
249335,2017/12/3
249348,2017/11/27
249373,2017/11/25
249391,2017/11/29
249395,2017/11/30
249396,2017/12/2
249398,2017/11/25
249400,2017/11/26
249408,2017/12/2
249412,2017/11/27
249414,2017/12/3
249423,2017/11/27
249439,2017/12/2
24944,2017/11/28
249455,2017/12/2
249461,2017/11/29
249462,2017/12/2
249471,2017/12/3
24948,2017/12/3
249495,2017/11/30
249499,2017/12/3
249505,2017/12/3
249508,2017/11/30
249509,2017/12/2
249513,2017/11/29
249514,2017/12/2
249519,2017/12/3
249523,2017/12/3
249536,2017/11/29
249537,2017/12/3
249541,2017/12/3
249550,2017/12/2
249559,2017/12/2
249560,2017/12/3
249580,2017/12/3
249585,2017/12/2
249591,2017/11/28
249594,2017/12/3
249607,2017/12/3
249621,2017/12/3
249623,2017/11/30
249625,2017/12/2
249634,2017/12/2
249636,2017/12/3
249638,2017/11/29
24967,2017/11/25
249671,2017/12/1
249677,2017/12/3
249684,2017/11/25
249694,2017/11/27
249696,2017/12/1
249700,2017/12/2
249713,2017/12/3
249726,2017/11/30
249737,2017/12/2
249743,2017/12/3
249747,2017/12/3
249764,2017/12/2
249769,2017/11/29
249770,2017/12/2
249774,2017/11/28
249795,2017/11/27
24981,2017/12/2
249813,2017/12/1
249827,2017/12/3
249829,2017/11/29
249837,2017/11/26
249838,2017/12/2
249841,2017/11/29
249844,2017/11/26
249846,2017/12/3
249856,2017/12/1
249865,2017/11/29
249883,2017/12/2
249889,2017/12/2
249897,2017/12/2
249905,2017/12/3
249906,2017/12/2
249916,2017/12/1
249917,2017/12/3
249919,2017/11/30
249939,2017/11/25
249958,2017/12/3
249962,2017/11/27
249965,2017/11/26
249966,2017/12/3
24997,2017/12/2
249971,2017/12/3
249980,2017/12/2
249987,2017/12/3
249990,2017/12/2
249994,2017/11/30
249995,2017/11/28
249999,2017/12/3
250005,2017/12/2
250016,2017/12/2
250020,2017/11/30
250031,2017/11/30
250032,2017/12/3
250037,2017/11/29
250049,2017/12/3
250051,2017/11/29
250067,2017/12/2
250073,2017/11/28
250077,2017/12/3
250089,2017/12/1
250107,2017/12/2
250114,2017/12/2
250116,2017/11/30
250134,2017/12/1
250137,2017/12/3
250146,2017/11/30
250171,2017/11/26
250172,2017/12/1
25018,2017/11/30
250181,2017/11/30
250182,2017/12/2
250197,2017/11/28
250199,2017/11/30
250209,2017/12/3
25021,2017/12/3
250211,2017/11/27
250214,2017/11/25
250219,2017/12/2
250222,2017/11/28
250224,2017/12/2
250227,2017/12/3
250240,2017/12/2
250257,2017/12/3
250259,2017/11/27
250275,2017/12/1
250278,2017/11/30
250283,2017/11/28
250286,2017/11/25
250291,2017/12/1
25030,2017/11/25
250307,2017/12/1
250333,2017/12/3
250348,2017/11/30
250349,2017/11/29
250364,2017/12/3
25037,2017/12/3
250371,2017/12/2
250376,2017/11/30
250377,2017/12/2
250378,2017/12/3
25038,2017/11/27
250387,2017/12/3
250395,2017/11/28
250398,2017/12/2
250405,2017/12/2
250416,2017/12/2
250419,2017/11/26
250426,2017/12/3
250427,2017/12/3
250428,2017/11/28
25045,2017/12/1
250456,2017/11/30
250460,2017/12/2
250470,2017/12/2
250474,2017/11/30
25048,2017/11/28
250486,2017/12/3
250491,2017/12/1
250495,2017/12/3
250501,2017/12/3
250503,2017/11/26
250506,2017/11/30
250515,2017/12/3
250517,2017/12/1
25052,2017/11/27
25053,2017/11/28
250532,2017/12/1
250536,2017/12/3
250541,2017/12/3
250561,2017/11/27
250576,2017/11/27
250584,2017/12/1
250585,2017/11/27
250586,2017/12/1
250592,2017/12/3
250597,2017/11/30
250613,2017/12/1
250621,2017/11/30
250630,2017/12/1
250635,2017/11/25
250638,2017/12/2
250639,2017/12/2
250650,2017/12/1
250651,2017/11/29
250652,2017/12/1
250656,2017/12/2
250664,2017/12/3
250686,2017/11/30
250703,2017/12/2
250706,2017/11/29
250728,2017/12/3
250732,2017/11/25
250735,2017/11/26
250750,2017/12/2
250758,2017/11/29
250759,2017/12/2
25076,2017/11/29
250761,2017/11/30
250762,2017/12/3
250775,2017/12/3
250778,2017/12/1
250781,2017/12/3
250784,2017/11/29
250789,2017/12/3
250790,2017/12/2
250797,2017/12/1
2508,2017/11/30
25080,2017/11/28
250800,2017/12/2
250801,2017/11/29
250802,2017/12/2
250809,2017/12/3
25082,2017/12/3
250822,2017/12/3
250828,2017/12/2
250835,2017/11/27
250837,2017/12/1
25085,2017/11/29
250861,2017/12/1
250864,2017/12/3
250871,2017/11/27
250872,2017/12/3
250881,2017/11/25
250893,2017/11/28
250896,2017/11/29
250917,2017/11/28
250936,2017/12/3
250941,2017/12/2
250947,2017/11/28
25095,2017/11/30
250955,2017/11/27
250962,2017/12/3
250966,2017/11/27
250987,2017/12/3
250989,2017/11/30
250997,2017/12/3
250998,2017/11/30
251001,2017/11/28
251003,2017/12/3
251005,2017/12/2
251010,2017/11/27
25102,2017/11/30
251021,2017/11/28
251022,2017/12/3
251042,2017/11/29
251047,2017/11/30
251049,2017/11/29
251062,2017/11/29
251070,2017/11/29
251075,2017/12/3
251077,2017/12/1
25109,2017/11/30
251093,2017/11/30
251098,2017/11/30
251104,2017/12/3
251128,2017/12/2
251169,2017/11/27
251172,2017/11/27
251173,2017/11/30
251184,2017/12/3
251185,2017/12/3
251186,2017/12/2
25121,2017/12/2
251217,2017/11/27
251224,2017/11/29
25123,2017/12/1
251246,2017/11/26
251249,2017/11/29
251260,2017/11/29
251277,2017/12/2
251278,2017/12/3
25128,2017/12/3
251282,2017/12/2
251294,2017/11/27
251298,2017/11/27
251299,2017/11/26
25130,2017/11/30
251307,2017/12/2
251315,2017/11/27
251316,2017/12/2
251339,2017/12/3
251347,2017/12/3
251363,2017/12/3
251366,2017/12/3
251377,2017/11/29
25138,2017/11/26
251386,2017/12/2
251387,2017/12/3
251389,2017/12/1
251398,2017/12/1
251399,2017/12/3
251402,2017/11/28
251408,2017/12/3
251409,2017/11/30
251415,2017/11/30
251431,2017/12/3
251469,2017/12/3
251474,2017/11/30
25148,2017/12/3
251490,2017/12/3
251491,2017/12/3
251494,2017/11/28
25152,2017/12/2
251524,2017/11/26
251532,2017/12/2
251534,2017/11/25
251559,2017/12/2
25156,2017/11/26
251560,2017/11/30
251561,2017/12/3
251573,2017/12/1
251574,2017/11/26
251576,2017/11/28
251578,2017/12/3
251579,2017/11/28
251580,2017/12/2
251598,2017/12/3
25160,2017/12/2
251614,2017/11/27
251616,2017/12/1
251620,2017/12/2
251623,2017/11/28
251624,2017/11/27
251632,2017/12/3
251635,2017/12/1
25164,2017/12/1
251641,2017/12/1
251642,2017/12/3
251645,2017/12/3
251659,2017/11/28
251682,2017/11/28
251684,2017/12/3
251686,2017/12/3
251688,2017/12/2
251695,2017/12/1
251698,2017/11/27
25170,2017/11/25
251703,2017/12/2
251706,2017/11/29
251712,2017/11/25
251719,2017/12/2
251725,2017/12/3
25173,2017/12/3
251740,2017/11/30
25175,2017/12/3
251755,2017/12/2
25176,2017/11/30
251765,2017/12/2
251767,2017/12/3
251769,2017/12/3
251770,2017/11/26
251780,2017/12/3
251792,2017/12/3
251796,2017/12/1
251800,2017/12/1
25182,2017/11/30
251834,2017/12/3
251844,2017/12/3
25185,2017/12/3
251850,2017/11/30
251855,2017/11/29
251856,2017/12/3
25187,2017/11/28
251877,2017/11/29
251878,2017/11/30
251889,2017/11/28
251904,2017/11/26
251905,2017/12/2
251908,2017/12/2
251909,2017/11/27
251925,2017/11/25
251930,2017/11/30
251938,2017/12/1
251946,2017/11/27
25195,2017/11/28
251955,2017/11/25
251961,2017/12/3
251967,2017/12/3
251969,2017/12/2
25198,2017/12/2
251992,2017/11/26
252005,2017/12/1
252006,2017/11/30
252012,2017/12/2
252025,2017/12/3
252027,2017/12/2
252034,2017/11/28
252045,2017/11/26
252072,2017/11/28
252073,2017/12/3
252081,2017/12/2
252091,2017/11/30
252102,2017/12/2
252104,2017/12/1
252107,2017/11/27
252112,2017/11/25
252113,2017/12/2
252115,2017/11/30
252120,2017/11/25
252127,2017/11/29
252130,2017/12/3
252142,2017/12/3
252146,2017/12/3
252154,2017/12/2
252156,2017/12/2
252157,2017/12/1
252170,2017/11/29
252171,2017/11/25
252180,2017/11/30
252181,2017/11/29
252192,2017/12/3
252197,2017/12/2
252208,2017/12/3
25221,2017/12/3
252214,2017/11/30
252215,2017/12/3
252216,2017/12/2
252231,2017/12/2
252232,2017/11/28
252246,2017/12/1
252261,2017/12/3
252275,2017/11/30
252278,2017/11/30
252281,2017/11/28
252286,2017/11/29
25229,2017/12/2
252294,2017/11/25
252296,2017/11/25
252312,2017/12/2
252315,2017/12/3
252325,2017/12/3
252333,2017/12/3
252337,2017/11/28
252344,2017/12/2
252372,2017/12/2
252373,2017/12/2
252377,2017/12/1
252383,2017/12/3
252394,2017/11/30
25243,2017/12/3
252432,2017/12/3
252434,2017/12/2
252435,2017/12/3
252438,2017/12/3
252444,2017/11/30
252446,2017/12/3
252454,2017/12/1
252461,2017/11/28
252467,2017/12/3
252469,2017/12/1
252476,2017/12/3
252480,2017/11/28
252483,2017/12/2
252507,2017/11/25
252512,2017/12/3
252515,2017/12/3
252519,2017/11/30
252547,2017/12/3
252548,2017/12/3
252557,2017/11/30
252574,2017/11/30
252592,2017/12/3
2526,2017/11/30
252607,2017/12/2
252616,2017/11/30
252619,2017/12/3
25262,2017/11/29
252620,2017/11/30
252623,2017/12/2
252627,2017/12/2
252628,2017/12/1
252640,2017/11/26
252644,2017/12/3
25265,2017/12/2
252650,2017/11/29
252665,2017/12/3
252667,2017/11/28
252668,2017/12/2
252672,2017/12/2
252673,2017/11/29
25268,2017/11/29
252700,2017/11/25
252705,2017/12/3
252707,2017/11/28
252715,2017/12/2
252723,2017/12/3
252726,2017/12/3
252727,2017/11/27
252746,2017/12/2
25275,2017/12/1
252761,2017/12/3
252762,2017/12/3
252764,2017/11/29
252769,2017/12/2
252772,2017/12/2
252781,2017/11/29
252797,2017/12/3
25280,2017/12/1
252808,2017/11/28
25281,2017/11/28
252814,2017/12/2
252817,2017/12/3
252832,2017/11/26
252833,2017/12/2
252843,2017/11/28
252845,2017/12/2
252851,2017/11/30
252859,2017/12/1
252868,2017/11/27
252871,2017/12/2
252892,2017/12/3
252896,2017/12/3
252900,2017/12/2
252919,2017/11/27
25292,2017/12/3
252922,2017/12/3
252956,2017/12/1
252977,2017/12/3
252980,2017/12/1
252983,2017/11/25
253003,2017/12/1
253026,2017/11/27
25303,2017/12/2
253036,2017/12/2
253058,2017/12/3
253060,2017/12/3
253068,2017/11/26
25307,2017/12/3
253071,2017/11/30
253076,2017/11/30
253078,2017/12/2
253088,2017/11/27
253090,2017/11/25
253095,2017/12/3
253098,2017/12/3
253101,2017/11/29
253114,2017/11/27
253115,2017/11/30
253117,2017/11/30
25312,2017/12/1
253123,2017/12/1
253124,2017/12/3
25313,2017/12/3
253132,2017/12/2
253135,2017/12/3
253149,2017/11/26
253152,2017/12/3
253156,2017/11/30
253159,2017/12/3
25317,2017/12/2
253171,2017/12/2
253172,2017/11/29
253178,2017/12/3
253191,2017/11/26
253193,2017/11/27
253213,2017/12/2
253215,2017/12/2
253225,2017/11/25
253230,2017/12/3
253235,2017/12/1
253239,2017/12/2
253240,2017/12/2
253252,2017/12/3
253265,2017/12/2
25327,2017/12/3
253283,2017/11/30
253294,2017/11/29
25330,2017/12/1
253300,2017/11/29
253310,2017/11/30
253312,2017/12/2
253317,2017/12/3
253319,2017/11/29
253332,2017/12/3
253364,2017/12/2
253374,2017/11/26
253383,2017/11/25
253388,2017/12/2
25339,2017/11/26
253399,2017/12/3
253403,2017/12/2
253410,2017/12/3
253419,2017/12/3
253431,2017/12/3
253432,2017/11/29
253434,2017/12/2
253439,2017/12/3
253452,2017/12/2
253453,2017/11/28
253457,2017/11/29
253464,2017/11/27
253466,2017/11/30
25349,2017/11/28
253490,2017/12/2
253493,2017/12/1
253499,2017/12/3
25352,2017/12/2
253525,2017/11/28
253526,2017/11/27
253534,2017/12/3
253537,2017/11/27
253585,2017/11/25
253589,2017/12/1
25359,2017/12/3
253591,2017/11/28
253594,2017/11/29
253599,2017/12/3
253600,2017/11/30
25362,2017/12/1
253620,2017/12/1
253628,2017/12/2
25363,2017/12/2
253635,2017/11/29
253640,2017/12/3
253648,2017/12/3
253658,2017/12/2
253666,2017/12/3
253677,2017/12/1
253681,2017/12/1
253683,2017/12/2
253692,2017/11/26
253716,2017/12/2
25372,2017/12/3
253735,2017/12/2
25374,2017/12/3
