用户ID,购买次数
137123,4
137127,3
137132,3
137138,5
137150,3
137153,1
137154,2
137159,2
137164,1
13717,3
137174,3
137192,3
137209,7
137211,1
137212,3
137227,1
137234,2
137238,1
13725,2
137252,3
13726,2
137270,6
137275,3
137281,2
137285,3
137294,8
1373,4
137301,2
137321,1
137335,1
137339,2
137348,2
137366,4
137369,1
137382,2
137384,4
13739,2
137406,2
137408,9
137414,2
137416,5
137422,2
137423,3
137425,1
137427,3
137448,6
137466,1
137467,4
13747,3
137482,1
137483,1
137489,1
137504,8
13751,2
137519,3
137542,1
137551,1
137555,5
137566,2
137567,1
137573,4
13759,11
137590,15
137614,4
137620,1
137631,4
137639,3
13764,1
137651,8
137655,1
137661,13
137666,1
137676,4
137677,4
137678,2
137681,1
137682,6
137691,2
137696,1
137699,2
137707,1
13771,2
137711,4
137712,6
137719,2
13772,1
137720,1
137735,1
137736,1
137741,4
137745,1
137755,1
137756,7
137765,3
137766,1
137777,1
137787,4
137793,2
137802,1
137810,3
137817,9
137820,3
137822,2
137824,3
137828,1
13784,5
137842,4
137849,1
137850,4
137851,4
137873,1
137876,1
137878,3
13788,1
137880,4
137883,2
137886,1
137887,1
137894,3
137896,6
13790,2
13791,1
137912,6
137926,4
137928,1
137930,4
137931,3
137935,2
137964,3
137970,3
137972,4
137973,6
137975,1
13798,5
137986,1
137987,1
137994,2
138015,3
138019,3
138020,2
138023,4
138024,2
138029,2
138035,1
138038,1
138040,4
138042,1
138047,2
138052,2
138067,3
138068,5
138073,1
138081,3
138087,4
138088,5
138097,8
1381,1
13810,1
138100,1
138113,1
138118,1
138123,1
138130,2
138139,4
13814,1
138147,4
138148,2
138152,3
138165,4
138167,20
138171,9
138174,1
138201,3
138202,3
138211,3
138220,7
138221,5
138234,1
13824,2
138244,12
138245,10
138250,2
138254,2
138262,1
138267,3
138271,2
138278,4
138290,7
138294,4
13830,3
138312,1
138319,11
138323,2
138329,1
138331,3
138367,1
138371,1
138378,2
138384,2
138392,1
138395,3
138402,2
13841,2
138415,4
138420,4
138421,7
138425,5
138440,1
138443,1
138455,3
13846,1
138465,1
138476,2
138478,1
138481,2
13854,4
138542,1
138543,1
138552,3
138567,1
138568,1
138571,3
138575,4
138595,4
13860,1
138615,3
13862,1
138620,1
138623,1
138636,4
13864,10
138657,2
138665,5
13867,4
138677,3
138683,7
138688,6
138692,2
138695,1
1387,3
138707,1
138710,1
138714,5
138715,4
138721,1
138726,2
138727,1
13873,3
138735,2
138748,3
138755,2
138758,3
138761,1
138765,2
138774,1
138775,4
138789,4
138806,1
138810,2
138812,2
138813,2
138818,3
138819,2
138842,2
13885,1
138862,1
138867,1
138870,2
138876,4
138877,4
138888,8
138903,3
138913,2
138914,3
138916,1
13892,2
138935,1
138950,1
138952,1
138978,2
138982,3
139007,2
139029,2
139031,2
139044,3
139054,5
13906,2
139061,1
139063,1
139077,1
139079,2
13909,5
139094,2
139105,2
139110,3
139119,1
139125,2
139132,3
139146,2
139147,5
139162,3
139163,1
139191,3
139193,1
139194,2
139197,9
139201,3
139207,2
139215,1
139227,3
139235,2
139242,5
139243,3
13925,4
139265,4
139280,5
139286,3
139297,1
1393,2
139302,1
139304,1
139305,3
139326,4
139327,4
13933,5
139331,2
139336,4
139354,6
139355,5
139369,2
13937,1
139370,1
139383,1
139417,2
13942,1
139423,2
139428,6
139433,3
13944,3
139442,2
139443,1
139444,1
139452,5
139453,3
139454,1
139476,3
139484,1
139488,2
139491,1
139493,5
139504,1
139505,3
139508,2
139519,6
13953,1
139531,5
139536,1
139541,1
139546,3
139554,4
13956,2
139560,3
139563,1
139565,4
139566,2
13958,5
139581,8
139583,3
139590,2
139591,5
139600,1
139605,1
139607,2
139609,1
139611,1
139619,1
139625,6
139632,1
139643,1
139657,4
139660,1
139662,2
139667,1
139670,1
139679,4
139684,1
139688,1
139693,1
139716,1
139718,3
139736,4
139739,1
13974,14
139740,8
139744,1
139770,2
139772,11
139796,4
139816,1
139826,1
139828,4
139831,2
139832,1
139838,1
139845,2
139850,2
139851,2
13986,1
139864,12
139876,3
139877,1
139882,4
139892,1
139898,3
13990,4
139917,1
139939,2
139943,2
139946,3
139953,3
139959,3
13996,4
13997,1
139973,1
139992,1
140004,2
140005,1
14001,1
140010,2
140014,2
140019,1
140025,4
140028,11
140033,7
140034,1
140041,3
140042,2
140046,6
140047,47
140050,3
140059,1
140063,3
140076,1
140082,5
140085,2
140087,1
140088,6
14009,2
140094,2
140109,2
140124,10
140126,3
140132,2
140143,3
140144,1
140145,2
140189,4
14020,1
140200,3
140228,2
140231,1
140240,3
140249,3
140271,1
140272,2
140273,1
140281,4
140308,2
140329,1
140332,1
140333,3
140336,1
140344,4
140345,2
140354,6
140369,3
140371,1
140376,1
140379,2
14038,1
140380,3
140387,2
140395,5
140410,1
140412,2
140414,4
140416,1
140417,2
140419,2
140422,1
14044,6
140449,5
140455,1
140461,2
140471,6
140476,12
140489,11
140492,2
140495,1
140509,5
140512,5
140515,1
14052,1
140525,1
14053,3
140541,3
140553,4
140562,2
140564,1
140571,1
140576,4
140585,2
140590,1
140596,2
140603,1
140612,2
140613,4
140614,1
140615,2
140634,2
140635,2
140638,1
140639,8
140647,1
140651,7
140656,5
140657,1
140658,4
14069,1
140696,1
140711,2
140715,3
14072,1
140731,2
140733,1
140737,6
140743,1
140746,2
14079,1
140799,2
140802,2
140806,1
140808,4
140837,2
140844,1
140853,15
140855,4
140859,3
140864,4
140876,1
140897,2
140906,1
140913,1
140917,5
14092,3
140934,3
140942,3
140946,1
140951,7
14096,1
140963,3
140966,2
140972,1
140977,1
14099,1
140993,1
140994,2
140998,4
140999,3
141000,2
14101,1
141012,4
141022,2
141026,1
141028,14
141054,2
141057,1
141059,3
141060,11
141062,6
141075,8
141082,5
14109,8
141092,2
141095,2
1411,2
141108,1
14111,1
141111,2
141118,3
141124,3
141131,2
141135,1
141136,1
141146,4
14115,2
141152,1
141153,3
141154,3
141162,2
141174,3
141198,2
141208,1
141213,6
141215,1
141220,6
141235,5
141245,1
141248,14
141270,1
14128,1
141292,1
141299,2
141305,4
141310,6
141321,1
141322,7
141328,1
141329,5
141345,2
141346,1
141350,1
14136,4
141360,4
141364,1
141365,1
141366,7
141372,1
141376,1
141379,3
141380,3
141391,5
141403,4
141404,4
141416,5
141417,5
141421,2
141428,1
141441,3
141443,2
141449,2
141451,4
141455,3
141460,3
141466,1
141468,2
141470,2
141481,4
141484,1
141487,1
141497,1
1415,3
141509,5
141510,10
141514,2
141518,1
141520,2
141538,1
141541,4
141543,2
141550,7
141577,5
141578,2
141584,2
1416,5
141602,7
141606,3
141608,3
141609,1
14161,11
141613,1
141618,8
141633,1
14164,4
141647,1
141649,4
141651,1
141658,4
14166,1
141665,6
141668,1
141679,4
14169,7
141706,3
141711,3
141712,1
141714,4
141716,1
141733,7
141734,1
141736,3
141738,2
14174,1
141766,7
141778,3
141779,5
14178,1
141783,10
141801,3
141804,3
141810,10
141814,1
141815,1
141825,2
141828,2
14184,1
141844,3
141851,1
141858,3
141864,3
141875,5
141885,2
141893,1
141906,3
141914,2
141928,2
141937,1
141943,4
141948,5
141967,3
141998,9
142008,3
142009,4
142015,2
142016,2
142019,3
142020,5
142022,1
142026,1
14203,5
142037,2
142042,1
142046,1
142050,2
142057,4
142065,2
14207,5
142071,4
142081,4
142092,6
142095,2
142096,2
1421,6
142107,3
142109,5
142115,11
142120,2
142126,5
142128,2
142140,3
142141,2
142147,2
142159,1
142163,3
142168,3
142173,1
142174,3
142188,2
14219,1
142198,5
142203,1
142206,8
142213,2
142229,4
142236,4
142255,4
142259,7
142262,8
142263,6
142266,1
14227,6
142283,1
142295,2
142322,2
142336,2
142346,1
142347,2
142353,1
142354,1
142357,4
142363,1
142366,1
142373,2
142391,1
142393,1
142394,2
142399,1
142403,2
142407,1
142413,2
14242,2
142430,1
142436,1
142448,1
142452,4
142458,7
142461,8
142488,1
142489,2
14250,1
14251,1
142515,4
142516,5
14252,20
142524,3
142537,2
142539,3
14254,2
14255,1
142559,1
142562,1
142576,3
142579,1
14259,1
142595,1
142598,1
142601,1
142615,2
142625,4
142629,4
142660,1
142664,4
142669,6
14268,2
142682,3
142699,5
142704,5
142719,2
142752,1
142757,1
142764,4
142769,4
142779,1
142784,2
142796,2
14280,1
142803,3
142816,7
142826,1
142834,2
142842,2
142844,3
142849,1
142862,2
142864,1
142872,5
142881,5
142896,1
14290,3
142910,1
142911,3
142922,23
142937,1
142938,10
142940,2
142946,2
142949,3
14296,3
142964,6
142967,1
14297,1
142973,2
14298,1
142981,2
142992,2
142994,1
143006,2
143011,1
143014,2
143017,8
14303,1
143031,2
143032,3
143036,2
143039,7
143050,2
143052,1
143055,1
143057,7
143060,4
143065,5
143084,3
143102,2
143109,2
143116,2
143120,2
143123,3
143125,2
143126,6
143145,4
143146,7
143147,3
143150,3
143166,3
143169,2
143171,1
143188,2
143194,3
143196,2
14320,10
143205,1
143206,1
143211,14
143213,2
143214,2
143216,5
143219,3
143224,1
143226,1
143239,4
143245,2
143246,1
143250,3
143258,7
143263,1
143268,3
143269,11
143278,3
143283,2
143293,3
143299,6
143303,5
143306,25
143323,4
143346,3
14336,1
143360,2
143368,1
143372,1
143378,3
143392,5
143394,2
143398,3
143402,6
143405,2
143416,2
143430,2
143440,1
143441,1
143442,1
143459,1
143480,4
143482,1
143484,1
143487,1
143490,2
143499,3
14350,1
143515,1
143522,1
143530,2
143531,3
143533,2
143535,1
143537,10
143548,6
143549,1
143557,1
143570,1
14358,4
143590,2
143598,1
143600,4
143613,2
143628,2
143634,2
143639,1
14364,4
143645,2
143648,2
143654,2
143662,21
143670,3
143671,2
143672,1
143676,1
143693,2
1437,1
143707,7
14371,2
143722,1
143732,4
143735,5
143741,2
143745,1
143748,1
143754,3
143762,2
143765,3
143773,4
143782,1
143793,1
1438,2
143805,6
143809,2
143815,2
143824,1
143841,5
143852,3
143861,10
143883,4
143889,1
143902,1
143904,2
143913,1
143934,1
143947,2
143953,1
143970,5
143989,2
144007,8
144010,1
144017,13
144018,1
144022,5
144030,1
144033,1
144048,2
144055,1
144067,1
144073,3
144079,1
144083,1
144084,2
144090,1
144091,1
144099,4
144104,2
144114,8
144116,2
144119,1
144124,5
14413,3
144140,7
144147,1
144150,3
144152,2
144157,2
14416,5
144160,1
144179,3
144189,2
144190,2
144193,1
144195,3
144207,9
144209,1
144213,1
144214,1
144221,5
144231,5
144235,2
144240,11
144253,2
144267,6
144274,3
144280,5
144288,9
144298,1
144321,3
144330,1
144342,1
144350,1
144355,9
144356,29
144358,3
144372,1
144373,7
144377,1
144393,2
144403,1
144408,1
144419,4
144421,4
144424,3
144430,2
144446,1
144464,3
144465,4
144472,2
144473,3
144488,6
144494,3
144503,4
144504,1
14451,1
144521,5
144525,2
144530,2
144544,1
144550,2
144553,2
144564,2
144568,1
144584,6
14459,4
144590,5
144624,3
144636,2
144637,2
14464,5
144641,2
144643,5
144651,1
144664,1
144672,1
144679,1
144687,1
144689,1
144690,1
1447,2
144703,5
144707,1
144714,2
144716,3
14472,1
144722,1
144723,8
144741,4
144743,1
144745,5
144751,5
144759,2
144763,1
14478,3
144785,1
144786,2
144803,3
144817,2
144818,4
144820,4
144821,2
144844,6
144867,2
144869,1
144871,5
144883,3
1449,2
144923,10
144939,3
144946,1
144953,5
144979,2
144987,1
145006,1
145008,1
145009,1
145016,3
145018,2
145028,1
145030,2
145033,2
145050,6
145052,3
145071,3
145072,1
145091,1
145094,1
145105,7
145107,2
145108,6
145126,3
14513,5
145130,1
145134,36
14514,3
145142,1
145149,5
145158,9
145174,1
145179,4
145184,4
145188,4
145192,4
145211,2
145222,5
145238,3
145241,4
145264,1
145268,7
14527,1
145271,16
145272,17
145281,2
145298,6
145303,1
145304,3
145314,1
145320,4
145323,1
145344,5
14535,1
145358,4
145373,1
145374,3
145384,1
14539,1
145390,1
145391,4
145392,1
1454,3
14541,8
145417,4
145426,2
145429,1
14544,4
145441,8
145452,3
145459,2
145470,3
145471,5
145472,4
145481,1
14549,2
145492,3
145501,1
14551,1
145512,1
145537,2
145550,3
145557,6
145567,3
145579,3
145589,1
145603,1
145606,2
145609,2
145611,3
145612,8
145617,2
145618,3
145628,2
14563,1
145635,3
145639,1
145653,1
145654,4
14566,1
14567,1
145670,1
145682,5
145690,1
145699,1
14570,8
145707,1
14573,1
145739,3
145742,2
145773,3
145777,1
145786,5
145787,4
145793,2
145794,2
145816,3
145820,4
145826,4
145827,2
145828,1
145831,5
145832,1
145835,3
145836,1
145839,1
145845,3
145851,6
145864,1
145865,3
145866,1
145869,1
145879,9
145884,3
145907,1
145908,2
145910,2
14592,5
145927,1
145941,6
145943,1
145946,3
145955,2
145959,4
145960,1
14598,7
145980,4
145987,2
145989,3
146028,1
146038,1
146057,1
146059,1
14606,2
146066,1
146070,2
146073,8
146076,11
146079,4
146092,2
146102,2
146115,2
146118,2
146123,1
14613,8
146132,2
146134,4
146140,5
146144,7
146151,6
146153,4
146156,2
146157,5
146164,1
146175,2
14618,3
146180,1
146182,3
146188,2
14620,2
146200,3
146205,5
146207,2
14621,2
146217,4
146218,14
146219,1
146223,5
146226,3
146237,4
14624,2
146241,1
146246,2
146264,1
146271,1
146281,2
1463,2
146302,3
146306,1
146309,8
14631,4
146317,1
146321,2
146325,1
146327,6
146329,1
14634,6
146342,3
146343,2
146349,2
146356,4
146366,2
146373,1
146375,4
146378,5
146384,4
146385,1
146399,3
146400,2
146401,1
146402,7
146409,3
146410,2
146411,3
146413,2
146420,3
146423,5
146490,3
146496,3
146508,5
14651,1
146516,2
146517,4
146527,9
146533,1
146535,2
146536,1
14655,7
146551,8
146552,2
146558,1
146559,1
146563,1
146568,1
146589,1
146595,2
146608,2
146611,1
146613,1
146627,3
146631,2
146636,4
146638,6
146644,2
146648,7
14665,10
146652,2
146653,9
146654,1
146658,11
146667,1
146676,1
146686,2
146695,1
146697,4
146699,6
146703,4
146719,4
146742,2
146743,16
146744,1
146746,1
14676,4
146761,1
146763,1
146766,4
146772,2
146774,1
146779,5
146789,1
146797,6
1468,1
146800,2
146808,1
146810,1
146819,8
146837,1
146841,1
146846,2
14685,2
146851,1
146852,3
146857,3
146861,3
146862,3
146869,2
146880,1
146895,8
146919,1
14692,3
146944,3
146948,1
146949,1
146953,2
146970,5
146972,16
146979,3
146993,1
146995,5
147007,2
147010,4
147016,7
147023,1
147027,2
147028,3
147037,1
147038,5
147046,1
147050,3
147060,3
147083,5
147086,9
147088,1
147103,3
147104,6
147106,4
147109,4
147110,5
147113,2
14712,2
147127,4
147129,1
147138,7
147147,8
147165,2
147180,1
147181,1
147182,1
147187,3
1472,4
14720,2
147216,7
147219,1
14722,4
147220,2
147222,6
147224,2
147226,1
147232,6
147234,1
147237,2
147239,1
14724,3
147243,2
147249,1
147250,2
147261,1
147266,2
147273,16
14728,2
147289,2
147299,1
147312,1
147318,3
147319,10
147323,4
147325,2
147334,3
147354,1
147356,10
147363,1
147375,6
147379,2
14738,1
147381,2
147389,2
14739,1
1474,5
147406,2
147409,1
147423,7
147430,5
147434,1
147437,1
147444,2
147451,1
147457,1
147477,1
147487,2
147499,1
147501,3
147509,3
147516,5
147530,2
147538,6
147539,1
147561,3
147564,3
147567,5
147590,2
147592,1
147598,1
14760,1
147601,3
147619,1
147624,1
14764,3
147643,1
147644,2
147646,1
147672,3
147678,3
147680,1
147685,1
147701,3
14772,2
147728,1
147737,2
147746,3
147763,1
147767,4
147787,1
147788,1
147790,2
147792,2
147794,1
147798,1
147804,2
147814,5
147820,2
147825,6
147846,2
147847,1
147855,2
147856,1
147873,11
147876,4
147879,7
14788,1
147886,1
147892,1
147897,2
147899,1
147903,3
14791,1
147917,3
147920,3
147936,1
147942,1
147949,1
147951,1
147953,1
147974,6
147980,1
147987,1
147992,2
148008,3
148015,1
148022,2
148023,2
148024,5
148043,3
148047,3
148052,6
14807,1
148076,4
148078,1
148084,5
14809,2
148105,7
148107,3
148108,10
148114,3
148118,12
148133,1
148135,2
148136,1
148139,2
14814,2
148140,2
148149,3
14815,1
148170,1
148173,2
148174,1
148182,3
148183,3
148186,6
148196,2
148203,3
148205,1
148217,3
14822,2
148221,8
14824,2
148247,1
148251,1
148257,2
148258,1
148263,1
148281,1
148292,1
148294,1
148295,1
148296,3
1483,1
148302,2
14831,1
148310,1
148321,5
148322,11
148336,3
148347,3
148352,2
148363,2
148373,1
148378,2
148394,7
148405,1
148407,1
148415,9
148420,5
148429,4
148433,1
148436,4
148445,15
148450,3
148457,2
148461,1
14847,2
148470,5
148477,4
148482,3
148489,1
148505,1
14853,1
148540,2
148572,2
148582,2
148593,2
148598,2
14860,1
148614,2
148618,10
148629,9
148633,1
148636,1
148649,3
14865,3
148656,2
148659,12
148670,2
148672,5
148686,2
148691,1
148696,6
148703,2
148711,2
148735,1
148737,3
148742,2
148747,4
148750,2
148756,6
148760,1
148766,1
148782,1
148789,5
148792,3
148794,4
148807,1
148809,3
148811,3
148819,2
14883,2
148831,5
148832,3
148839,1
14884,3
148840,2
148841,5
148845,2
148857,4
148865,7
148874,3
148876,4
14888,3
148931,2
148948,5
148954,1
148956,1
148968,1
148969,1
148978,3
148995,2
148996,7
148999,5
149006,5
149007,1
14901,4
149015,1
149017,16
149020,1
149022,6
149023,1
14903,3
149033,2
14904,1
149042,2
149045,1
149060,3
149062,7
149078,2
149080,5
149082,2
149092,2
1491,1
149114,1
14912,1
149126,1
149127,2
149129,1
149136,3
149137,1
149138,1
149140,1
149157,2
149159,2
149163,1
14917,2
149174,3
149175,2
149178,3
149184,3
149185,1
149211,2
149221,2
149226,6
149230,1
149235,2
149248,1
149252,5
149255,6
149260,1
149262,1
14927,1
149273,1
149274,7
149281,2
149285,1
149288,1
14929,4
149292,1
149294,1
149301,1
149306,5
149308,2
14931,6
149320,3
149327,2
149328,2
149332,1
149342,3
149348,1
149351,2
149356,4
149360,1
149367,1
149368,1
149379,6
149383,1
149388,2
149401,1
149404,2
149405,1
149410,1
149412,3
149418,1
14942,4
149423,6
149431,2
149438,1
149452,2
149457,2
149475,9
149490,1
149497,1
149512,3
149514,3
149523,5
149535,1
149549,1
149552,5
149558,1
149560,1
149567,4
149569,4
149570,1
149571,3
149588,1
149599,1
149606,1
149611,13
149617,5
14962,4
149634,1
149647,1
14965,1
149656,2
149668,4
149669,3
149671,3
149678,2
149679,3
149681,1
149694,1
149703,1
149715,2
149740,4
149748,2
149751,4
149753,1
149760,1
149779,1
149789,2
149800,1
149806,5
149809,1
14981,1
149814,2
149817,2
149822,4
149824,3
149830,1
149832,10
149833,2
149836,1
149837,4
149840,1
149848,7
149855,3
149857,3
149864,4
149888,2
149891,3
149898,2
149909,1
149918,1
149931,2
149934,6
149935,1
149940,5
149943,2
149959,2
14996,1
149961,1
149974,5
14998,1
149994,3
149996,1
149998,7
15000,6
150004,1
150014,1
150034,1
150039,1
150042,10
150043,1
150056,2
150060,3
150064,3
150073,7
150074,4
150077,3
150078,1
15008,4
150083,1
150090,2
150113,1
150123,1
150130,1
150151,3
150157,1
150166,5
150167,1
15019,2
150195,1
150198,3
150200,2
15021,1
150223,4
150225,4
150229,3
150238,3
150259,3
15026,2
150271,1
150279,2
150284,3
150294,3
150297,1
150307,2
150309,2
150310,1
150312,3
150324,1
150330,9
150353,1
150357,1
150367,2
150374,1
150375,3
150377,1
150393,2
150396,1
150408,3
150420,4
150426,5
150443,2
150447,2
150477,4
150492,2
150494,3
150496,4
150498,1
150499,4
150500,10
150501,5
150511,2
150513,4
150515,1
150525,3
150526,1
150541,2
150545,4
150546,2
150548,3
150552,10
150562,1
150566,5
150573,1
15058,1
150593,1
150615,1
150616,5
150618,2
150633,6
150635,1
15064,3
150642,3
150661,3
150680,8
150699,7
150708,1
150709,1
150718,1
150729,5
15073,3
150732,3
150733,3
150735,12
150736,3
150755,2
150762,1
150764,5
150770,1
150772,1
150779,3
150787,1
150790,2
150791,3
150797,1
15080,13
150800,6
150822,1
150830,16
150836,1
150849,1
150856,1
150872,2
150887,1
15089,9
15090,3
150902,2
150904,1
150917,5
150920,18
150928,3
150929,3
150936,3
150943,5
150944,1
15095,2
150950,1
150954,7
150958,8
150968,6
150970,1
150971,4
150974,3
150980,4
150987,6
150988,3
150998,2
151006,2
151007,1
151009,10
151011,1
151017,2
151027,1
151041,2
151045,2
151050,1
151080,2
151084,3
151088,4
151095,1
151097,1
151100,2
15111,20
151129,2
151137,1
151141,9
151145,6
151149,6
151151,5
151152,1
151154,2
151156,5
151163,1
151164,8
151195,1
151196,2
151201,1
151204,2
151210,1
151222,1
151228,2
15123,2
151231,12
151234,5
151236,2
151245,2
151247,4
151249,1
15125,1
151255,1
151260,3
151263,1
151279,3
151286,1
15130,2
151310,2
151317,3
151322,7
151331,3
151368,5
151391,5
151392,2
151396,3
151397,3
151398,2
151418,2
151420,1
151422,1
151423,1
15143,1
151455,3
151456,4
15146,6
151465,7
151466,3
151472,2
15149,2
151493,4
151509,4
151517,2
151527,5
151532,1
151535,1
151541,4
151544,3
151547,2
151553,2
15156,5
151563,3
15157,1
151571,2
151575,5
151577,3
151585,5
151591,2
151597,6
151605,11
151611,3
151614,1
15162,4
15163,8
151675,2
151678,5
15168,1
151681,3
151698,8
15170,1
151702,2
151713,1
151718,1
151725,2
151728,4
151736,5
151750,2
151752,1
151768,3
151777,2
151781,3
151782,2
151794,2
151799,5
15181,4
15182,1
151823,1
151833,4
151835,1
151841,1
151856,1
151860,4
151868,4
151871,2
151873,17
151897,3
151901,5
151904,2
151905,2
151906,2
151919,1
151946,1
151959,1
151962,1
151964,2
151967,1
151968,1
151969,4
151984,1
15199,2
152024,1
15203,1
152048,1
152058,1
152064,5
152070,1
152084,11
152086,5
152089,6
152092,1
152093,7
152095,4
152123,4
152125,2
15214,5
152150,3
152159,3
152162,6
152166,1
152180,3
152181,1
152182,1
152183,4
1522,1
152205,1
152208,1
152219,4
152223,2
152224,2
152229,5
152231,1
152242,1
152252,3
152254,4
152259,2
15227,1
152272,1
152273,3
152277,1
152283,4
15229,3
152300,1
152305,1
152308,2
152312,2
152321,3
152331,1
152354,4
152361,1
152375,1
152381,1
152394,1
152399,2
1524,1
152409,4
152419,1
152420,1
152429,1
152442,3
152444,3
152451,2
152458,2
152459,1
